 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
80,86213039,6,8,369,11595,351,0,61.5,141.8559128,4344,0,1449.375,1729.380148,138.7725121,0.162388429,6631772.231,23900000.0,86000000,1,86000000,17200000.0,38500000.0,86000000,7,86200000,12300000.0,32500000.0,86000000,1,0,0,164,264,0.069595041,0.092793388,0,4344,798.0,1422.072883,2022291.286,1,0,0,0,0,0,0,0,1,855.0,61.5,1449.375,164,6,369,8,11595,0,235,3,20,5447.0,0.0,5447,5447,86000000.0,0.0,86000000,86000000,1
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,100519671,8,5,316,11595,316,0,39.5,111.7228714,7240,0,2319.0,3331.638186,118.4942199,0.12932792,8376639.25,28700000.0,99400000,1,100000000,14300000.0,37500000.0,99400000,1,150418,37604.5,66043.41096,136183,85,0,0,272,168,0.079586412,0.049741508,0,7240,850.7857143,2170.682352,4711861.874,0,0,0,0,1,0,0,0,0,916.2307692,39.5,2319.0,272,8,316,5,11595,251,235,1,32,1013.0,0.0,1013,1013,99400000.0,0.0,99400000,99400000,1
80,85625171,5,6,371,11595,359,0,74.2,159.2363024,7240,0,1932.5,2848.073577,139.748626,0.128466897,8562517.1,27000000.0,85500000,5,85500000,21400000.0,42700000.0,85500000,5,85600000,17100000.0,38200000.0,85500000,63,0,0,144,200,0.058394044,0.070072853,0,7240,997.6666667,2156.383266,4649988.788,1,0,0,0,0,0,0,0,1,1088.363636,74.2,1932.5,144,5,371,6,11595,0,235,2,20,5024.0,0.0,5024,5024,85500000.0,0.0,85500000,85500000,1
50300,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,67,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,179104.4776,29850.74627,67.0,0.0,67,67,67,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0,40,0,29850.74627,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1998,86,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,69767.44186,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,11627.90698,11627.90698,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
14238,64,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,93750.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,15625.0,15625.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
53,207,2,2,66,130,33,33,33.0,0.0,65,65,65.0,0.0,946859.9034,19323.6715,69.0,38.10511777,113,47,47,47.0,0.0,47,47,47,47.0,0.0,47,47,0,0,64,64,9661.835749,9661.835749,33,65,45.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,57.25,33.0,65.0,64,2,66,2,130,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
10616,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
50416,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,5370,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
58716,99,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20202.0202,99.0,0.0,99,99,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,10101.0101,10101.0101,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,126,364,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,4148250,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,43.63285723,1.446393057,829650.0,1707944.08,3881665,3,4148250,1037062.5,1898753.722,3881665,3,0,0.0,0.0,0,0,1,0,100,20,1.205327548,0.24106551,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,5,135,1,46,256,32,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,60868,1,1,49,189,49,49,49.0,0.0,189,189,189.0,0.0,3910.100545,32.85798778,60868.0,0.0,60868,60868,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,16.42899389,16.42899389,49,189,95.66666667,80.82903769,6533.333333,0,0,0,0,0,0,0,0,1,143.5,49.0,189.0,20,1,49,1,189,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,10255288,6,7,2277,3006,1460,0,379.5,617.4119370404,1460,0,429.4285714286,688.9660991038,515.1488675891,1.267638705,854607.333333333,2877252.21843128,9989946,1,10246315,2049263.0,4439647.18834065,9989946,48,10223238,1703873.0,4064278.06407618,9999027,1,0,0,132,152,0.5850640177,0.6825746873,0,1460,377.3571428571,614.9070732974,378110.708791209,0,0,0,1,0,0,0,0,1,406.3846153846,379.5,429.4285714286,132,6,2277,7,3006,8192,64,5,20,256369.0,0.0,256369,256369,9989946.0,0.0,9989946,9989946,0
80,82521430,5,7,403,11595,391,0,80.6,173.5448069,5792,0,1656.428571,2119.480114,145.3925362,0.145416772,7501948.182,24800000.0,82400000,7,82400000,20600000.0,41200000.0,82400000,7,82500000,13800000.0,33600000.0,82400000,92,0,0,144,232,0.060590322,0.084826451,0,5792,923.3846154,1713.382256,2935678.756,1,0,0,0,0,0,0,0,1,1000.333333,80.6,1656.428571,144,5,403,7,11595,0,235,2,20,3016.0,0.0,3016,3016,82400000.0,0.0,82400000,82400000,1
53,120501,1,1,56,165,56,56,56.0,0.0,165,165,165.0,0.0,1834.009676,16.59737264,120501.0,0.0,120501,120501,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,20,8.298686318,8.298686318,56,165,92.33333333,62.93117934,3960.333333,0,0,0,0,0,0,0,0,1,138.5,56.0,165.0,32,1,56,1,165,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,600000.0,2.5,2.121320344,4,1,5,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0,64,32,400000.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,1,0,274,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,98154750,7,5,416,11595,416,0,59.42857143,157.2332208,7240,0,2319.0,3331.638186,122.3679954,0.122255928,8923159.091,29500000.0,98000000,1,98000000,16300000.0,40000000.0,98000000,1,171496,42874.0,77710.94516,159129,46,0,0,232,168,0.071315958,0.05093997,0,7240,923.9230769,2242.8381,5030322.744,0,0,0,0,1,0,0,0,0,1000.916667,59.42857143,2319.0,232,7,416,5,11595,251,235,1,32,5.0,0.0,5,5,98000000.0,0.0,98000000,98000000,1
443,3556717,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,50.88962659,1.686948948,711343.4,1541192.766,3468020,3,3556717,889179.25,1719724.644,3468020,3,0,0.0,0.0,0,0,1,0,100,20,1.40579079,0.281158158,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,5,135,1,46,258,360,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
56261,4,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,250000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,31,16360,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2010,98,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,61224.4898,20408.16327,98.0,0.0,98,98,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,10204.08163,10204.08163,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
80,101562578,12,6,1997,11595,397,0,166.4166667,203.5554239,5792,0,1932.5,2181.008184,133.8288203,0.177230633,5974269.294,24200000.0,99900000,1,102000000,9232831.0,30100000.0,99900000,1,1673173,334634.6,747542.4518,1671879,45,0,0,368,200,0.118153755,0.059076878,0,5792,715.3684211,1438.675132,2069786.135,0,0,0,0,1,0,0,0,0,755.1111111,166.4166667,1932.5,368,12,1997,6,11595,251,235,7,20,2002.0,0.0,2002,2002,99900000.0,0.0,99900000,99900000,1
80,248,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8064.516129,248.0,0.0,248,248,248,248.0,0.0,248,248,0,0.0,0.0,0,0,0,0,64,0,8064.516129,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
50080,8427,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1423.9943040228,237.3323840038,8427.0,0.0,8427,8427,8427,8427.0,0.0,8427,8427,0,0.0,0.0,0,0,0,0,40,0,237.3323840038,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,2,12,0,0,30,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
49167,16,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,500000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,62500.0,62500.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
53,138,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1420289.855,28985.50725,46.0,73.61385739,131,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,40,40,14492.75362,14492.75362,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,40,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,115802268,8,6,327,11595,321,0,40.875,113.2070638,7240,0,1932.5,2845.835677,102.9513515,0.120895732,8907866.769,27700000.0,99700000,4,116000000,16500000.0,37200000.0,99700000,4,33548,6709.6,9221.513748,19103,49,0,0,260,200,0.069083276,0.051812457,0,7240,794.8,1955.371949,3823479.457,0,0,0,0,1,0,0,0,0,851.5714286,40.875,1932.5,260,8,327,6,11595,251,235,2,20,3973.0,0.0,3973,3973,57900000.0,59200000.0,99700000,16000000,1
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,85002127,5,7,331,11595,319,0,66.2,141.3513353,5792,0,1656.428571,2120.732252,140.3023715,0.141172938,7727466.091,25600000.0,84800000,4,84900000,21200000.0,42400000.0,84800000,4,85000000,14200000.0,34600000.0,84800000,45,0,0,144,232,0.058822057,0.08235088,0,5792,917.8461538,1716.135428,2945120.808,1,0,0,0,0,0,0,0,1,994.3333333,66.2,1656.428571,144,5,331,7,11595,0,235,2,20,9989.0,0.0,9989,9989,84800000.0,0.0,84800000,84800000,1
53,91022,1,1,40,234,40,40,40.0,0.0,234,234,234.0,0.0,3010.261256,21.97270989,91022.0,0.0,91022,91022,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,10.98635495,10.98635495,40,234,104.6666667,112.0059522,12545.33333,0,0,0,0,0,0,0,0,1,157.0,40.0,234.0,32,1,40,1,234,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
7171,203,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,59113.3004926108,9852.2167487685,203.0,0.0,203,203,203,203.0,0.0,203,203,0,0.0,0.0,0,0,0,0,40,0,9852.2167487685,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,2,12,0,0,31,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
7019,49,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,326530.6122,81632.65306,16.33333333,15.63116545,33,2,49,49.0,0.0,49,49,2,2.0,0.0,2,2,0,0,48,40,40816.32653,40816.32653,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
80,99068842,6,7,383,11595,365,0,63.83333333,147.5702093,7240,0,1656.428571,2566.885263,120.9058243,0.131221883,8255736.833,28600000.0,99000000,3,99000000,19800000.0,44300000.0,99000000,3,99100000,16500000.0,40400000.0,99000000,50,0,0,164,232,0.060563946,0.070657937,0,7240,856.0,1933.803625,3739596.462,1,0,0,0,0,0,0,0,1,921.8461538,63.83333333,1656.428571,164,6,383,7,11595,0,235,3,20,12952.0,0.0,12952,12952,99000000.0,0.0,99000000,99000000,1
53,202,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,1297029.703,19801.9802,67.33333333,110.5637071,195,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,64,64,9900.990099,9900.990099,45,86,61.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,76.75,45.0,86.0,64,2,90,2,172,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30283,1,1,62,90,62,62,62.0,0.0,90,90,90.0,0.0,5019.317769,66.04365486,30283.0,0.0,30283,30283,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,33.02182743,33.02182743,62,90,71.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,107.0,62.0,90.0,32,1,62,1,90,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
1025,9,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,666666.6667,222222.2222,9.0,0.0,9,9,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,111111.1111,111111.1111,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
53,268,2,2,76,332,38,38,38.0,0.0,166,166,166.0,0.0,1522388.06,14925.37313,89.33333333,70.72717535,171,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,64,64,7462.686567,7462.686567,38,166,89.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,111.5,38.0,166.0,64,2,76,2,332,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
32974,191535,5,3,343,12,242,6,68.6,101.6257841,6,0,4.0,3.464101615,1853.447151,41.76782311,27362.14286,71007.0768,188378,3,191535,47883.75,93727.96649,188466,49,188928,94464.0,133588.0273,188925,3,1,0,100,72,26.10488945,15.66293367,0,242,40.66666667,79.17543811,6268.75,0,1,0,0,1,0,0,0,0,45.75,68.6,4.0,100,5,343,3,12,31,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,34,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,352941.1765,58823.52941,34.0,0.0,34,34,34,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0,40,0,58823.52941,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,155,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,1083870.968,25806.45161,51.66666667,50.59973649,104,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,64,64,12903.22581,12903.22581,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,64,2,68,2,100,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,98691905,8,7,363,11595,363,0,45.375,128.3398808,4344,0,1656.428571,1946.27472,121.1649527,0.151988149,7049421.786,26400000.0,98700000,1,98700000,14100000.0,37300000.0,98700000,1,23605,3934.166667,5909.249205,12044,47,0,0,264,232,0.081060346,0.070927803,0,4344,747.375,1486.132783,2208590.65,0,0,0,0,1,0,0,0,0,797.2,45.375,1656.428571,264,8,363,7,11595,251,235,1,32,992.0,0.0,992,992,98700000.0,0.0,98700000,98700000,1
80,2937,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4085.801839,680.9669731,2937.0,0.0,2937,2937,2937,2937.0,0.0,2937,2937,0,0.0,0.0,0,0,0,0,40,0,680.9669731,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,2,12,0,0,16210,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,53660,1,1,56,119,56,56,56.0,0.0,119,119,119.0,0.0,3261.2746925084,37.2717107715,53660.0,0.0,53660,53660,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,18.6358553858,18.6358553858,56,119,77.0,36.3730669589,1323.0,0,0,0,0,0,0,0,0,1,115.5,56.0,119.0,20,1,56,1,119,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,3058929,4,4,392,510,380,0,98.0,188.0212753919,498,0,127.5,247.0161938011,294.8744478868,2.615294438,436989.857142857,1025418.04675352,2757054,123,301875,100625.0,131283.459872141,249529,1555,3008261,1002753.66666667,1690814.02825217,2954916,1202,0,0,92,92,1.307647219,1.307647219,0,498,100.2222222222,194.3410518764,37768.4444444444,0,0,0,1,0,0,0,0,1,112.75,98.0,127.5,92,4,392,4,510,8192,110,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,237,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,1687763.713,16877.63713,79.0,131.6396597,231,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,64,64,8438.818565,8438.818565,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,64,2,72,2,328,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
