 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
443,117302124,30,28,1097,18722,374,0,36.56666667,99.76444095,1512,0,668.6428571,705.4512196,168.9568724,0.4944497,2057932.0,4034778.486,10200000,8,117000000,4044900.828,4946614.749,10200000,17,114000000,4214254.704,5070382.703,10200000,47,0,0,968,904,0.255749845,0.238699855,0,1512,335.9152542,581.7102398,338386.803,0,0,0,1,0,0,0,0,0,341.7068966,36.56666667,668.6428571,968,30,1097,28,18722,29200,126,5,32,167047.0,450836.117,1526369,30964,10200000.0,71211.78891,10200000,10000000,0
58066,5,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0.0,0.0,16600000.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,1,0,60,0,600000.0,0.0,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43.0,27.66666667,0.0,60,3,83,0,0,136,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1061,41,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,195121.9512,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,24390.2439,24390.2439,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
64980,4358,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,11243.68977,917.8522258,1452.666667,2491.014318,4329,1,4330,2165.0,3060.358149,4329,1,0,0.0,0.0,0,0,0,0,60,20,688.3891693,229.4630564,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,3,43,1,6,1018,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,13267,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,904.4998869,301.4999623,4422.333333,5785.577355,11007,153,2260,2260.0,0.0,2260,2260,13114,13114.0,0.0,13114,13114,0,0,40,64,150.7499812,150.7499812,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
53,30636,2,2,44,108,22,22,22.0,0.0,54,54,54.0,0.0,4961.4832223528,130.5653479567,10212.0,17642.6845179525,30584,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,64,64,65.2826739783,65.2826739783,22,54,34.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,43.5,22.0,54.0,64,2,44,2,108,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,1,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3000000.0,0.5,0.707106781,1,0,1,0.5,0.707106781,1,0,0,0.0,0.0,0,0,0,0,96,0,3000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,3,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,83754124,6,5,352,11595,352,0,58.66666667,143.7033982,7240,0,2319.0,3331.638186,142.6437222,0.131336816,8375412.4,26400000.0,83600000,1,83600000,16700000.0,37400000.0,83600000,1,141429,35357.25,63404.79005,130151,85,0,0,200,168,0.071638263,0.059698553,0,7240,995.5833333,2326.091668,5410702.447,0,0,0,0,1,0,0,0,0,1086.090909,58.66666667,2319.0,200,6,352,5,11595,251,235,1,32,4.0,0.0,4,4,83600000.0,0.0,83600000,83600000,1
465,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
9207,55,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,109090.9091,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,18181.81818,18181.81818,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
53,203,2,2,76,332,38,38,38.0,0.0,166,166,166.0,0.0,2009852.217,19704.4335,67.66666667,111.1410515,196,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,64,64,9852.216749,9852.216749,38,166,89.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,111.5,38.0,166.0,64,2,76,2,332,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,99701874,6,6,348,11595,330,0,58.0,133.2846578,8688,0,1932.5,3506.021777,119.7871165,0.120358821,9063806.727,30000000.0,99600000,15,99600000,19900000.0,44500000.0,99600000,15,99700000,19900000.0,44500000.0,99600000,186,0,0,164,200,0.06017941,0.06017941,0,8688,919.1538462,2466.346078,6082862.974,1,0,0,0,0,0,0,0,1,995.75,58.0,1932.5,164,6,348,6,11595,0,235,3,20,11991.0,0.0,11991,11991,99600000.0,0.0,99600000,99600000,1
47218,15235,2,2,0,12,0,0,0.0,0.0,6,6,6.0,0.0,787.6599934,262.5533311,5078.333333,8500.594705,14892,1,15235,15235.0,0.0,15235,15235,342,342.0,0.0,342,342,0,0,64,40,131.2766656,131.2766656,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,64,2,0,2,12,235,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,86030992,4,5,317,11595,311,0,79.25,154.5258878,5792,0,2319.0,3170.403917,138.4617302,0.104613463,10800000.0,30300000.0,85900000,6,85900000,28600000.0,49600000.0,85900000,6,172411,43102.75,77053.28453,158267,48,0,0,124,168,0.046494872,0.058118591,0,5792,1191.8,2426.418705,5887507.733,1,0,0,0,0,0,0,0,1,1324.222222,79.25,2319.0,124,4,317,5,11595,0,235,1,20,0.0,0.0,0,0,85900000.0,0.0,85900000,85900000,1
80,98742831,6,7,390,11595,372,0,65.0,150.4273911,4344,0,1656.428571,1760.597234,121.3759002,0.131655127,8228569.25,28500000.0,98700000,1,98700000,19700000.0,44100000.0,98700000,1,98700000,16500000.0,40300000.0,98700000,33,0,0,164,232,0.060763905,0.070891222,0,4344,856.5,1458.997061,2128672.423,1,0,0,0,0,0,0,0,1,922.3846154,65.0,1656.428571,164,6,390,7,11595,0,235,3,20,12014.0,0.0,12014,12014,98700000.0,0.0,98700000,98700000,1
80,98028724,7,6,321,11595,321,0,45.85714286,121.3265958,5792,0,1932.5,2181.008184,121.5562084,0.132614192,8169060.333,28300000.0,98000000,1,98000000,16300000.0,40000000.0,98000000,1,31453,6290.6,9662.154951,22126,45,0,0,232,200,0.071407642,0.06120655,0,5792,851.1428571,1667.613304,2780934.132,0,0,0,0,1,0,0,0,0,916.6153846,45.85714286,1932.5,232,7,321,6,11595,274,235,1,32,3.0,0.0,3,3,98000000.0,0.0,98000000,98000000,1
53,46833,4,2,132,330,33,33,33.0,0.0,165,165,165.0,0.0,9864.838896,128.1147909,9366.6,13908.13587,31126,4,31222,10407.33333,17942.89169,31126,47,4,4.0,0.0,4,4,0,0,104,40,85.40986057,42.70493028,33,165,70.71428571,64.40940481,4148.571429,0,0,0,0,0,0,0,0,0,82.5,33.0,165.0,104,4,132,2,330,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,2767356,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4.3362689874,0.7227114979,2767356.0,0.0,2767356,2767356,2767356,2767356.0,0.0,2767356,2767356,0,0.0,0.0,0,0,0,0,40,0,0.7227114979,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,296,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,100520618,11,6,342,11595,342,0,31.09090909,103.1168798,5792,0,1932.5,2181.008184,118.751757,0.169119533,6282538.625,25100000.0,100000000,0,100000000,10000000.0,31700000.0,100000000,0,146392,29278.4,59366.80571,135140,13,0,0,360,200,0.109430286,0.059689247,0,5792,663.1666667,1502.782997,2258356.735,0,0,0,0,1,0,0,0,0,702.1764706,31.09090909,1932.5,360,11,342,6,11595,251,235,1,32,2004.0,0.0,2004,2004,100000000.0,0.0,100000000,100000000,1
9594,56,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,142857.1429,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,17857.14286,17857.14286,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
80,19852,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,604.4731009,100.7455168,19852.0,0.0,19852,19852,19852,19852.0,0.0,19852,19852,0,0.0,0.0,0,0,0,0,40,0,100.7455168,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,2,12,0,0,16099,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
888,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
80,83864362,5,7,329,11595,317,0,65.8,140.4571109,5792,0,1656.428571,2119.480114,142.1819676,0.143088193,7624032.909,25200000.0,83700000,4,83700000,20900000.0,41800000.0,83700000,4,83900000,14000000.0,34200000.0,83700000,87,0,0,144,232,0.05962008,0.083468112,0,5792,917.6923077,1715.420084,2942666.064,1,0,0,0,0,0,0,0,1,994.1666667,65.8,1656.428571,144,5,329,7,11595,0,235,2,20,11010.0,0.0,11010,11010,83700000.0,0.0,83700000,83700000,1
53,31476,2,2,76,238,38,38,38.0,0.0,119,119,119.0,0.0,9975.854619,127.0809506,10492.0,18130.25706,31427,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,64,64,63.54047528,63.54047528,38,119,70.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,88.0,38.0,119.0,64,2,76,2,238,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,903054,12,12,1300,12639,609,0,108.3333333,216.0598963,2636,0,1053.25,848.1217885,15435.40032,26.5764838,39263.21739,60973.54595,228905,3,902899,82081.72727,72352.60429,228905,228,798602,72600.18182,121786.5141,381770,3,0,0,260,252,13.2882419,13.2882419,0,2636,557.56,766.6743159,587789.5067,0,0,0,1,0,0,0,0,1,580.7916667,108.3333333,1053.25,260,12,1300,12,12639,29200,66,11,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,2079341,8,7,1070,436,869,0,133.75,301.201759623,261,0,62.2857142857,101.1413438143,724.2679291179,7.2138239952,148524.357142857,517146.177740225,1944365,3,134973,19281.8571428571,22149.851567814,43014,3,2037168,339528.0,786510.944014131,1944454,3,0,0,268,232,3.8473727974,3.3664511978,0,869,94.125,219.84111687,48330.1166666667,0,0,0,1,0,0,0,0,0,100.4,133.75,62.2857142857,268,8,1070,7,436,65535,69,4,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,100638370,4,7,327,11595,321,0,81.75,159.5250764,2896,0,1656.428571,1302.532387,118.4637629,0.109302247,10100000.0,31800000.0,101000000,33,101000000,33500000.0,58100000.0,101000000,2001,33500,5583.333333,8956.901979,21124,33,0,0,124,232,0.039746272,0.069555976,0,2896,994.0,1266.078915,1602955.818,1,0,0,0,0,0,0,0,1,1084.363636,81.75,1656.428571,124,4,327,7,11595,0,235,1,20,0.0,0.0,0,0,101000000.0,0.0,101000000,101000000,1
80,99934728,10,6,738,11595,369,0,73.8,155.5840609,4344,0,1932.5,1754.831473,123.4105525,0.160104503,6662315.2,25700000.0,99500000,0,99700000,11100000.0,33200000.0,99500000,0,410731,82146.2,112371.3198,206711,16,0,0,328,200,0.100065315,0.060039189,0,4344,725.4705882,1349.296072,1820599.89,0,0,0,0,1,0,0,0,0,770.8125,73.8,1932.5,328,10,738,6,11595,251,235,2,32,996.0,0.0,996,996,99500000.0,0.0,99500000,99500000,1
53,51975145,2,2,106,396,59,47,53.0,8.485281374,317,79,198.0,168.2914139,9.658462713,0.076959862,17300000.0,29000000.0,50800000,60587,51900000,51900000.0,0.0,51900000,51900000,50900000,50900000.0,0.0,50900000,50900000,0,0,52,40,0.038479931,0.038479931,47,317,112.2,115.0617226,13239.2,0,0,0,0,0,0,0,0,1,140.25,53.0,198.0,52,2,106,2,396,-1,-1,1,20,1070553.0,0.0,1070553,1070553,50800000.0,0.0,50800000,50800000,0
80,86166481,4,7,384,11595,378,0,96.0,188.0212754,5792,0,1656.428571,1947.638216,139.0215762,0.12765985,8616648.1,27200000.0,86000000,5,86000000,28700000.0,49600000.0,86000000,5,171589,28598.16667,59274.60223,148146,46,0,0,124,232,0.046421763,0.081238086,0,5792,998.75,1655.266918,2739908.568,1,0,0,0,0,0,0,0,1,1089.545455,96.0,1656.428571,124,4,384,7,11595,0,235,1,20,0.0,0.0,0,0,86000000.0,0.0,86000000,86000000,1
80,98458636,6,6,377,11595,359,0,62.83333333,145.1212137,10136,0,1932.5,4060.245892,121.5942094,0.121878593,8950785.091,29700000.0,98400000,7,98400000,19700000.0,44000000.0,98400000,7,98500000,19700000.0,44000000.0,98400000,64,0,0,164,200,0.060939296,0.060939296,0,10136,921.3846154,2797.737197,7827333.423,1,0,0,0,0,0,0,0,1,998.1666667,62.83333333,1932.5,164,6,377,6,11595,0,235,3,20,29049.0,0.0,29049,29049,98400000.0,0.0,98400000,98400000,1
54045,64,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,125000.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,15625.0,15625.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
1038,55,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,109090.9091,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,18181.81818,18181.81818,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
53,30678,1,1,54,93,54,54,54.0,0.0,93,93,93.0,0.0,4791.707412,65.19329813,30678.0,0.0,30678,30678,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,32.59664906,32.59664906,54,93,67.0,22.5166605,507.0,0,0,0,0,0,0,0,0,1,100.5,54.0,93.0,20,1,54,1,93,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1026,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
53,268563,2,2,76,234,38,38,38.0,0.0,117,117,117.0,0.0,1154.291544,14.89408444,89521.0,155009.8887,268511,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,64,64,7.447042221,7.447042221,38,117,69.6,43.27008204,1872.3,0,0,0,0,0,0,0,0,1,87.0,38.0,117.0,64,2,76,2,234,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,13088036,2,0,374,0,187,187,187.0,0.0,0,0,0.0,0.0,28.57571602,0.152811316,13100000.0,0.0,13100000,13100000,13100000,13100000.0,0.0,13100000,13100000,0,0.0,0.0,0,0,1,0,64,0,0.152811316,0.0,187,187,187.0,0.0,0.0,0,1,0,0,1,1,0,0,0,280.5,187.0,0.0,64,2,374,0,0,229,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,31047,2,2,68,182,34,34,34.0,0.0,91,91,91.0,0.0,8052.307791,128.8369247,10349.0,17918.0656,31039,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,40,40,64.41846233,64.41846233,34,91,56.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,71.0,34.0,91.0,40,2,68,2,182,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,85931428,10,6,1232,11595,308,0,123.2,159.0505161,5792,0,1932.5,2362.781391,149.2701832,0.186194974,5728761.867,21900000.0,85000000,1,85800000,9535066.778,28300000.0,85000000,1,974704,194940.8,374530.1526,858960,85,0,0,328,200,0.116371859,0.069823115,0,5792,754.5294118,1601.212904,2563882.765,0,0,0,0,1,0,0,0,0,801.6875,123.2,1932.5,328,10,1232,6,11595,274,235,4,32,995.0,0.0,995,995,85000000.0,0.0,85000000,85000000,1
443,34189723,46,83,3302,99790,464,0,71.7826087,145.2981476,1460,0,1202.289157,510.0217004,3015.292051,3.773063619,267107.2109,1526465.143,9996734,1,31800000,707136.4222,2533714.202,10100000,52,34100000,415381.6951,1919267.116,10100000,1,0,0,932,1708,1.345433539,2.427630081,0,1460,793.0153846,686.1868232,470852.3564,0,0,0,1,0,0,0,0,1,799.1627907,71.7826087,1202.289157,932,46,3302,83,99790,8192,296,45,20,610919.6667,843263.968,1584637,123872,9996126.667,750.243516,9996734,9995288,0
13456,109,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,146788.9908,36697.24771,36.33333333,19.34769581,48,14,47,47.0,0.0,47,47,48,48.0,0.0,48,48,0,0,48,40,18348.62385,18348.62385,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
9876,26,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,307692.3077,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,38461.53846,38461.53846,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
80,84183145,6,7,361,11595,343,0,60.16666667,138.5906442,4344,0,1656.428571,1760.597234,142.0236794,0.154425212,7015262.083,24300000.0,84000000,10,84000000,16800000.0,37600000.0,84000000,10,84200000,14000000.0,34300000.0,84000000,17,0,0,164,232,0.071273175,0.083152037,0,4344,854.4285714,1459.758237,2130894.11,1,0,0,0,0,0,0,0,1,920.1538462,60.16666667,1656.428571,164,6,361,7,11595,0,235,3,20,6999.0,0.0,6999,6999,84000000.0,0.0,84000000,84000000,1
