 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
1875,105,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,152380.9524,38095.2381,35.0,23.38803113,49,8,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,48,40,19047.61905,19047.61905,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
53,47828,1,1,54,121,54,54,54.0,0.0,121,121,121.0,0.0,3658.944551,41.81650916,47828.0,0.0,47828,47828,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,20.90825458,20.90825458,54,121,76.33333333,38.68246804,1496.333333,0,0,0,0,0,0,0,0,1,114.5,54.0,121.0,32,1,54,1,121,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2049,46,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,130434.7826,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,21739.13043,21739.13043,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
53,186,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1752688.17204301,21505.376344086,62.0,100.458946839,178,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,64,64,10752.688172043,10752.688172043,51,112,75.4,33.4110760078,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,2,102,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,479482,13,8,1008,5040,492,0,77.53846154,146.3947946,1460,0,630.0,682.0643036,12613.61219,43.79726455,23974.1,47647.17811,118874,1,479482,39956.83333,57369.419,118950,1,362496,51785.14286,63762.26514,123614,48,0,0,284,168,27.11259234,16.68467221,0,1460,274.9090909,493.016363,243065.1342,0,0,0,1,0,0,0,0,0,288.0,77.53846154,630.0,284,13,1008,8,5040,65535,140,12,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,225,2,2,168,424,84,84,84.0,0.0,212,212,212.0,0.0,2631111.11111111,17777.7777777778,75.0,87.2295821382,172,3,3,3.0,0.0,3,3,50,50.0,0.0,50,50,0,0,64,64,8888.8888888889,8888.8888888889,84,212,135.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,169.0,84.0,212.0,64,2,168,2,424,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,67759569,8,6,368,11595,368,0,46.0,130.1076477,5792,0,1932.5,2181.008184,176.5507098,0.206612884,5212274.538,18700000.0,67600000,1,67600000,9660725.857,25600000.0,67600000,1,147471,29494.2,58770.78811,134148,44,0,0,264,200,0.118064505,0.088548379,0,5792,797.5333333,1620.975318,2627560.981,0,0,0,0,1,0,0,0,0,854.5,46.0,1932.5,264,8,368,6,11595,274,235,1,32,1001.0,0.0,1001,1001,67600000.0,0.0,67600000,67600000,1
7103,79,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,75949.36709,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,12658.22785,12658.22785,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
53,193,2,2,94,230,47,47,47.0,0.0,115,115,115.0,0.0,1678756.47668394,20725.3886010363,64.3333333333,109.696551146,191,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,64,64,10362.6943005181,10362.6943005181,47,115,74.2,37.2451339104,1387.2,0,0,0,0,0,0,0,0,1,92.75,47.0,115.0,64,2,94,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,120792,1,1,62,230,62,62,62.0,0.0,230,230,230.0,0.0,2417.378634,16.55738791,120792.0,0.0,120792,120792,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,8.278693953,8.278693953,62,230,118.0,96.99484522,9408.0,0,0,0,0,0,0,0,0,1,177.0,62.0,230.0,20,1,62,1,230,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
3301,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
80,1139663,4,6,372,11595,372,0,93.0,186.0,5792,0,1932.5,2362.781391,10500.47251,8.774523697,126629.2222,329143.9009,996954,3,1008937,336312.3333,572163.806,996954,3,142638,28527.6,57046.17618,130158,85,0,0,144,200,3.509809479,5.264714218,0,5792,1087.909091,1934.952013,3744039.291,0,0,0,1,0,0,0,0,1,1196.7,93.0,1932.5,144,4,372,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,99353647,9,6,915,11595,303,0,101.6666667,151.0124167,4344,0,1932.5,1754.831473,125.9138479,0.150975837,7096689.071,26400000.0,98800000,1,99200000,12400000.0,34900000.0,98800000,1,571383,114276.6,188357.9732,434085,14,0,0,284,200,0.090585502,0.060390335,0,4344,781.875,1373.528588,1886580.783,0,0,0,0,1,0,0,0,0,834.0,101.6666667,1932.5,284,9,915,6,11595,251,235,4,20,969.0,0.0,969,969,98800000.0,0.0,98800000,98800000,1
123,30271,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,3171.352119,66.06983582,30271.0,0.0,30271,30271,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,20,33.03491791,33.03491791,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
10778,23,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,347826.087,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,43478.26087,43478.26087,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
443,117590323,16,15,1025,4682,389,0,64.0625,106.5466838,1430,0,312.1333333,507.2225303,48.53290521,0.263627135,3919677.433,14800000.0,58800000,1,118000000,7839354.867,20600000.0,58800000,49,117000000,8381716.071,21300000.0,59100000,1,0,0,332,312,0.136065618,0.127561517,0,1430,178.34375,371.6308096,138109.4587,0,0,0,1,0,0,0,0,0,184.0967742,64.0625,312.1333333,332,16,1025,15,4682,8192,180,8,20,231617.5,17181.98768,243767,219468,58400000.0,517043.5495,58800000,58100000,0
53,32405,1,1,40,72,40,40,40.0,0.0,72,72,72.0,0.0,3456.256751,61.71887054,32405.0,0.0,32405,32405,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,30.85943527,30.85943527,40,72,50.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,76.0,40.0,72.0,20,1,40,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
42576,91,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21978.021978022,91.0,0.0,91,91,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,10989.010989011,10989.010989011,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,141,376,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,20998453,2,1,5,0,5,0,2.5,3.535533906,0,0,0.0,0.0,0.238112779,0.142867667,10500000.0,14800000.0,21000000,42,21000000,21000000.0,0.0,21000000,21000000,0,0.0,0.0,0,0,1,0,64,32,0.095245112,0.047622556,0,5,2.5,2.886751346,8.333333333,0,1,0,0,1,0,0,0,0,3.333333333,2.5,0.0,64,2,5,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,206,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,776699.0291,19417.47573,68.66666667,35.80968212,110,47,49,49.0,0.0,49,49,47,47.0,0.0,47,47,0,0,64,64,9708.737864,9708.737864,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,122184,2,2,78,176,39,39,39.0,0.0,88,88,88.0,0.0,2078.831926,32.73751064,40728.0,70498.80127,122133,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,64,64,16.36875532,16.36875532,39,88,58.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,73.25,39.0,88.0,64,2,78,2,176,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
27000,50,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,160000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,20000.0,20000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
53,193,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,2300518.135,20725.3886,64.33333333,105.3676105,186,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,64,64,10362.6943,10362.6943,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,64,2,94,2,350,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,65848628,7,7,392,11595,368,0,56.0,137.6081393,5792,0,1656.428571,2120.732252,182.0387207,0.212608834,5065279.077,18200000.0,65700000,1,65700000,11000000.0,26800000.0,65700000,1,65800000,11000000.0,26800000.0,65700000,14,0,0,184,232,0.106304417,0.106304417,0,5792,799.5333333,1619.923317,2624151.552,1,0,0,0,0,0,0,0,1,856.6428571,56.0,1656.428571,184,7,392,7,11595,0,235,4,20,13940.0,0.0,13940,13940,65700000.0,0.0,65700000,65700000,1
80,30763,3,5,302,11595,302,0,100.6666667,174.3597813,7240,0,2319.0,3331.638186,386730.813,260.0526607,4394.714286,7886.746556,20219,4,10046,5023.0,7097.93787,10042,4,30696,7674.0,9578.94347,20219,188,0,0,104,168,97.51974775,162.5329129,0,7240,1321.888889,2637.535518,6956593.611,0,0,0,1,0,0,0,0,1,1487.125,100.6666667,2319.0,104,3,302,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,100623412,9,6,357,11595,357,0,39.66666667,119.0,5792,0,1932.5,2181.008184,118.7795143,0.149070676,7187386.571,26900000.0,101000000,3,101000000,12600000.0,35600000.0,101000000,3,53349,10669.8,14965.5822,31888,45,0,0,296,200,0.089442405,0.05962827,0,5792,747.0,1578.83134,2492708.4,0,0,0,0,1,0,0,0,0,796.8,39.66666667,1932.5,296,9,357,6,11595,251,235,1,32,963.0,0.0,963,963,101000000.0,0.0,101000000,101000000,1
49679,26,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,461538.4615,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,38461.53846,38461.53846,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,980,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,99127923,7,6,382,11595,382,0,54.57142857,144.3824287,5792,0,1932.5,2181.008184,120.8236755,0.131143674,8260660.25,28600000.0,99000000,1,99000000,16500000.0,40400000.0,99000000,1,132690,26538.0,52610.9775,120203,46,0,0,232,200,0.070615824,0.060527849,0,5792,855.5,1666.200687,2776224.731,0,0,0,0,1,0,0,0,0,921.3076923,54.57142857,1932.5,232,7,382,6,11595,274,235,1,32,6.0,0.0,6,6,99000000.0,0.0,99000000,99000000,1
80,85751043,9,6,313,11595,313,0,34.77777778,104.3333333,5792,0,1932.5,2181.008184,138.8671156,0.174924986,6125074.5,22900000.0,85600000,5,85600000,10700000.0,30300000.0,85600000,5,170409,34081.8,66463.40184,152168,46,0,0,296,200,0.104954992,0.069969994,0,5792,744.25,1579.594062,2495117.4,0,0,0,0,1,0,0,0,0,793.8666667,34.77777778,1932.5,296,9,313,6,11595,251,235,1,32,877.0,0.0,877,877,85600000.0,0.0,85600000,85600000,1
80,85277369,7,5,694,11595,347,0,99.14285714,169.3186627,8688,0,2319.0,3633.79705,144.1062282,0.140717287,7752488.091,25600000.0,85000000,1,85300000,14200000.0,34700000.0,85000000,1,267723,66930.75,120456.2394,247047,94,0,0,232,168,0.082085084,0.058632203,0,8688,945.3076923,2386.256845,5694221.731,0,0,0,0,1,0,0,0,0,1024.083333,99.14285714,2319.0,232,7,694,5,11595,274,235,2,32,4.0,0.0,4,4,85000000.0,0.0,85000000,85000000,1
80,80191,3,4,433,2279,427,0,144.3333333,244.8148961,2267,0,569.75,1131.503535,33819.25653,87.29159133,13365.16667,15790.69582,32698,4,46565,23282.5,13019.95716,32489,14076,47782,15927.33333,26787.22892,46854,4,0,0,72,92,37.410682,49.88090933,0,2267,339.0,793.0373798,628908.2857,0,0,0,1,0,0,0,0,1,387.4285714,144.3333333,569.75,72,3,433,4,2279,8192,237,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
43,74,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,108108.1081,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,13513.51351,13513.51351,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
53,60779,1,1,56,188,56,56,56.0,0.0,188,188,188.0,0.0,4014.544497277,32.9061024367,60779.0,0.0,60779,60779,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,44,16.4530512183,16.4530512183,56,188,100.0,76.210235533,5808.0,0,0,0,0,0,0,0,0,1,150.0,56.0,188.0,32,1,56,1,188,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,263691,27,32,1445,45668,1205,0,53.5185185185,232.0179652146,2836,0,1427.125,712.8941354697,178667.455468711,223.7467338665,4546.3965517241,13062.9452388683,76477,0,263691,10141.9615384615,19231.1762749568,76477,0,150669,4860.2903225807,11721.7389016976,43073,1,0,0,876,1032,102.3925731254,121.3541607412,0,2836,785.2166666667,877.320324773,769690.952259887,0,0,0,1,0,0,0,0,1,798.5254237288,53.5185185185,1427.125,876,27,1445,32,45668,65535,362,5,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5255577,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.283288781,0.76109626,1751859.0,3002419.208,5218689,48,5255577,2627788.5,3664086.626,5218689,36888,0,0.0,0.0,0,0,0,0,72,32,0.570822195,0.190274065,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,3,12,1,0,8192,42780,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,41628627,15,20,1125,7907,238,0,75.0,95.16301803,1460,0,395.35,579.2098315,216.9660796,0.84076758,1224371.382,4361391.533,18400000,1,23200000,1657909.571,4829523.448,18200000,180,41600000,2189942.526,5729816.161,18500000,1,0,0,312,412,0.360328963,0.480438617,0,1460,250.8888889,461.2207267,212724.5587,0,0,0,1,0,0,0,0,1,258.0571429,75.0,395.35,312,15,1125,20,7907,8192,33,7,20,2525852.0,3336549.815,4885149,166555,18300000.0,183040.9543,18400000,18200000,0
53,60297,2,2,58,166,29,29,29.0,0.0,83,83,83.0,0.0,3714.944359,66.33829212,20099.0,34807.29303,60291,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,64,40,33.16914606,33.16914606,29,83,50.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,63.25,29.0,83.0,64,2,58,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
22,77,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,84876113,8,6,333,11595,333,0,41.625,117.7332791,5792,0,1932.5,2181.008184,140.5342396,0.164946291,6528931.769,23500000.0,84700000,1,84700000,12100000.0,32000000.0,84700000,1,144460,28892.0,57943.08014,132130,46,0,0,264,200,0.094255023,0.070691267,0,5792,795.2,1621.662824,2629790.314,0,0,0,0,1,0,0,0,0,852.0,41.625,1932.5,264,8,333,6,11595,274,235,1,32,1011.0,0.0,1011,1011,84700000.0,0.0,84700000,84700000,1
14420,7309597,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.925032119,0.820838686,1461919.4,3251218.887,7277834,323,0,0.0,0.0,0,0,7280126,1820031.5,3638535.03,7277834,323,0,0,20,100,0.136806448,0.684032239,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,1,6,5,30,229,0,0,20,31763.0,0.0,31763,31763,7277834.0,0.0,7277834,7277834,0
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
5678,97,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,61855.6701,20618.5567,97.0,0.0,97,97,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,10309.27835,10309.27835,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
80,85375313,8,6,345,11595,345,0,43.125,121.9759198,4344,0,1932.5,1754.831473,139.8530744,0.163981829,6567331.769,23600000.0,85200000,1,85200000,12200000.0,32200000.0,85200000,1,159694,31938.8,63664.27857,145303,8,0,0,264,200,0.093703902,0.070277927,0,4344,796.0,1424.762888,2029949.286,0,0,0,0,1,0,0,0,0,852.8571429,43.125,1932.5,264,8,345,6,11595,251,235,1,32,1005.0,0.0,1005,1005,85200000.0,0.0,85200000,85200000,1
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,99615811,7,7,324,11595,324,0,46.28571429,122.4604893,4344,0,1656.428571,1757.579003,119.6496809,0.140539939,7662754.692,27600000.0,99600000,1,99600000,16600000.0,40700000.0,99600000,1,36540,6090.0,10286.70703,25124,15,0,0,232,232,0.070269969,0.070269969,0,4344,794.6,1423.650529,2026780.829,0,0,0,0,1,0,0,0,1,851.3571429,46.28571429,1656.428571,232,7,324,7,11595,274,235,1,32,1001.0,0.0,1001,1001,99600000.0,0.0,99600000,99600000,1
53,61855,4,2,136,280,34,34,34.0,0.0,140,140,140.0,0.0,6725.406192,97.00105084,12371.0,17896.91777,39108,3,22743,7581.0,13125.48102,22737,3,4,4.0,0.0,4,4,0,0,104,64,64.66736723,32.33368361,34,140,64.28571429,51.72270387,2675.238095,0,0,0,0,0,0,0,0,0,75.0,34.0,140.0,104,4,136,2,280,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
10626,46,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,173913.0435,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,21739.13043,21739.13043,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
