 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
53,30721,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,5077.9597018326,130.2040949188,10240.3333333333,17730.7154489979,30714,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,64,40,65.1020474594,65.1020474594,31,47,37.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,64,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,70274326,7,8,234,6922,204,0,33.4285714286,75.2481608698,1485,0,865.25,615.2655059868,101.8295074079,0.213449219,5019594.71428572,18733239.2732011,70106252,2,70274326,11712387.6666667,28607049.914524,70106252,142,91700,13100.0,21597.0266626373,57982,2,0,0,152,172,0.0996096355,0.1138395835,0,1485,447.25,604.449997932,365359.8,0,0,0,1,0,0,0,0,1,477.0666666667,33.4285714286,865.25,152,7,234,8,6922,8192,946,6,20,168074.0,0.0,168074,168074,70106252.0,0.0,70106252,70106252,0
3689,21,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,285714.2857,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,47619.04762,47619.04762,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
1090,72,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,83333.33333,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,13888.88889,13888.88889,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
80,85723432,7,7,375,11595,357,0,53.57142857,133.8330517,5792,0,1656.428571,2429.118623,139.6351,0.163315906,6594110.154,23500000.0,84700000,1,85700000,14300000.0,34500000.0,84700000,1,85700000,14300000.0,35000000.0,85700000,3,0,0,204,232,0.081657953,0.081657953,0,5792,798.4,1796.344455,3226853.4,1,0,0,0,0,0,0,0,1,855.4285714,53.57142857,1656.428571,204,7,375,7,11595,0,235,3,20,10004.0,0.0,10004,10004,84700000.0,0.0,84700000,84700000,1
59768,50,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,20000.0,20000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,341,237,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,77,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,155844.1558,25974.02597,77.0,0.0,77,77,77,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0,40,0,25974.02597,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,119345752,25,22,2700,7170,435,0,108.0,187.5599904,796,0,325.9090909,400.3457921,82.70089077,0.393813766,2594472.87,4255215.601,10000000,154,119000000,4972739.667,4829418.158,10000000,176,115000000,5452787.905,4938348.751,10000000,1026,0,0,548,584,0.209475407,0.184338358,0,796,205.625,319.8720239,102318.1117,0,0,0,1,0,0,0,0,0,210.0,108.0,325.9090909,548,25,2700,22,7170,8192,298,21,20,429836.2727,1339639.317,4468985,23474,9980051.636,79869.94328,10000000,9739562,0
80,5253435,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.761406584,1751145.0,3000171.361,5215375,28,5253435,2626717.5,3660914.545,5215375,38060,0,0.0,0.0,0,0,0,0,104,40,0.571054938,0.190351646,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
9050,21,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,380952.381,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,47619.04762,47619.04762,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
443,16025781,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.12479891,16000000.0,0.0,16000000,16000000,16000000,16000000.0,0.0,16000000,16000000,0,0.0,0.0,0,0,0,0,64,0,0.12479891,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,2,0,0,0,65535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2383,49,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,122448.9796,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,20408.16327,20408.16327,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
55890,71,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,169014.0845,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,14084.50704,14084.50704,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,31088,63706,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,48046,1,1,55,115,55,55,55.0,0.0,115,115,115.0,0.0,3538.275819,41.62677434,48046.0,0.0,48046,48046,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,32,20.81338717,20.81338717,55,115,75.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,112.5,55.0,115.0,20,1,55,1,115,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
9003,42,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,142857.1429,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
80,12577,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,954.1226048,318.0408683,4192.333333,6752.769234,11984,37,593,593.0,0.0,593,593,12540,12540.0,0.0,12540,12540,0,0,40,64,159.0204341,159.0204341,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
25266,9178342,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,4.575989868,0.762664978,1529723.667,3736587.075,9156993,1,0,0.0,0.0,0,0,9170757,1834151.4,4093596.447,9156993,1,0,0,20,120,0.10895214,0.653712838,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,1,6,6,36,229,0,0,20,21349.0,0.0,21349,21349,9156993.0,0.0,9156993,9156993,0
80,85106149,5,7,380,11595,368,0,76.0,163.260528,4344,0,1656.428571,1760.597234,140.7066368,0.141000388,7736922.636,25600000.0,84900000,23,85000000,21200000.0,42500000.0,84900000,991,85100000,14200000.0,34700000.0,85000000,48,0,0,144,232,0.058750162,0.082250226,0,4344,921.6153846,1497.168524,2241513.59,1,0,0,0,0,0,0,0,1,998.4166667,76.0,1656.428571,144,5,380,7,11595,0,235,2,20,11008.0,0.0,11008,11008,84900000.0,0.0,84900000,84900000,1
2602,54,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,148148.1481,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,18518.51852,18518.51852,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
1028,67,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,119402.9851,29850.74627,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,14925.37313,14925.37313,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
53,295,2,2,82,466,41,41,41.0,0.0,233,233,233.0,0.0,1857627.119,13559.32203,98.33333333,128.1418485,244,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,64,64,6779.661017,6779.661017,41,233,117.8,105.162731,11059.2,0,0,0,0,0,0,0,0,1,147.25,41.0,233.0,64,2,82,2,466,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
1600,75,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,213333.3333,53333.33333,25.0,23.51595203,48,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,48,40,26666.66667,26666.66667,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
53,72777,4,4,168,424,42,42,42.0,0.0,106,106,106.0,0.0,8134.438078,109.9248389,10396.71429,27340.05342,72398,3,72595,24198.33333,41906.68062,72588,3,72632,24210.66667,41849.23426,72534,49,0,0,80,80,54.96241945,54.96241945,42,106,70.44444444,33.73096171,1137.777778,0,0,0,0,0,0,0,0,1,79.25,42.0,106.0,80,4,168,4,424,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
55132,2631585,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,13.67996854,2.279994756,526317.0,1169239.259,2617902,1,0,0.0,0.0,0,0,2620922,655230.5,1308447.932,2617902,1,0,0,20,100,0.379999126,1.89999563,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,69249857,2,2,112,254,64,48,56.0,11.3137085,137,117,127.0,14.14213562,5.28520947,0.057761852,23100000.0,39900000.0,69100000,61426,69200000,69200000.0,0.0,69200000,69200000,69200000,69200000.0,0.0,69200000,69200000,0,0,52,52,0.028880926,0.028880926,48,137,82.8,41.4813211,1720.7,0,0,0,0,0,0,0,0,1,103.5,56.0,127.0,52,2,112,2,254,-1,-1,1,20,61426.0,0.0,61426,61426,69100000.0,0.0,69100000,69100000,0
53,150,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,613333.3333,26666.66667,50.0,84.87048957,148,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,64,64,13333.33333,13333.33333,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,86013005,7,5,371,11595,371,0,53.0,140.2248195,7240,0,2319.0,3331.638186,139.1184973,0.139513786,7819364.091,25900000.0,85900000,0,85900000,14300000.0,35100000.0,85900000,0,152354,38088.5,67007.27328,138120,85,0,0,232,168,0.081383042,0.058130744,0,7240,920.4615385,2243.721894,5034287.936,0,0,0,0,1,0,0,0,0,997.1666667,53.0,2319.0,232,7,371,5,11595,274,235,1,32,5.0,0.0,5,5,85900000.0,0.0,85900000,85900000,1
22,167,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11976.0479,167.0,0.0,167,167,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,5988.023952,5988.023952,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,85008177,7,6,359,11595,353,0,51.28571429,133.062284,8688,0,1932.5,3384.303045,140.6217663,0.152926465,7084014.75,24500000.0,84900000,1,84900000,14100000.0,34600000.0,84900000,1,143525,28705.0,57009.35389,130197,48,0,0,220,200,0.08234502,0.070581445,0,8688,853.8571429,2313.713461,5353269.978,0,0,0,0,1,0,0,0,0,919.5384615,51.28571429,1932.5,220,7,359,6,11595,251,235,2,20,1006.0,0.0,1006,1006,84900000.0,0.0,84900000,84900000,1
12265,75,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,80000.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,13333.33333,13333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
53,558,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,292114.6953,3584.229391,558.0,0.0,558,558,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,44,44,1792.114695,1792.114695,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,44,1,51,1,112,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0,0
53,190,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1705263.158,21052.63158,63.33333333,103.6355795,183,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,40,40,10526.31579,10526.31579,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2046,55,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
80,100051974,10,6,694,11595,347,0,69.4,146.3080464,5792,0,1932.5,2362.781391,122.8261623,0.159916885,6670131.6,25700000.0,99700000,1,99900000,11100000.0,33200000.0,99700000,1,356664,71332.8,101083.4253,215941,47,0,0,328,200,0.099948053,0.059968832,0,5792,722.8823529,1613.968977,2604895.86,0,0,0,0,1,0,0,0,0,768.0625,69.4,1932.5,328,10,694,6,11595,251,235,2,32,972.0,0.0,972,972,99700000.0,0.0,99700000,99700000,1
53,30763,1,1,53,69,53,53,53.0,0.0,69,69,69.0,0.0,3965.803075,65.01316517,30763.0,0.0,30763,30763,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,32.50658258,32.50658258,53,69,58.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,87.5,53.0,69.0,20,1,53,1,69,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,119397567,16,17,864,5740,203,0,54.0,73.30211457,1460,0,337.6470588,530.249109,55.31100981,0.276387541,3731173.969,14500000.0,58900000,1,119000000,7959837.8,20700000.0,58900000,4,119000000,7447702.063,20200000.0,59100000,1,0,0,332,352,0.134006081,0.142381461,0,1460,194.2352941,400.0471229,160037.7005,0,0,0,1,0,0,0,0,1,200.1212121,54.0,337.6470588,332,16,864,17,5740,8192,32,15,20,696867.5,672108.5311,1172120,221615,58900000.0,3773.828891,58900000,58900000,0
4900,63,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,126984.127,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,15873.01587,15873.01587,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
22,11439309,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,415.4971249,4.720564852,215836.0189,594525.0287,2260183,15,9978471,475165.2857,870613.7014,2304317,291,11400000,369009.0,744729.799,2260183,16,0,0,712,1032,1.923193088,2.797371764,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,22,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2001,59,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,101694.9153,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,16949.15254,16949.15254,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
443,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,33285,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2815,122,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,98360.6557377049,16393.4426229508,122.0,0.0,122,122,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,8196.7213114754,8196.7213114754,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,114,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,85103068,7,5,363,11595,363,0,51.85714286,137.2011037,7240,0,2319.0,3331.638186,140.5119731,0.141005492,7736642.545,25600000.0,85000000,2,85000000,14200000.0,34700000.0,85000000,2,147403,36850.75,65192.81536,134217,64,0,0,232,168,0.082253204,0.058752288,0,7240,919.8461538,2243.886244,5035025.474,0,0,0,0,1,0,0,0,0,996.5,51.85714286,2319.0,232,7,363,5,11595,274,235,1,32,1005.0,0.0,1005,1005,85000000.0,0.0,85000000,85000000,1
80,98120068,8,7,354,11595,348,0,44.25,122.7514911,2907,0,1656.428571,1304.568876,121.7793693,0.152873926,7008576.286,26200000.0,98100000,1,98100000,14000000.0,37100000.0,98100000,1,5640,940.0,1954.164271,4926,45,0,0,252,232,0.08153276,0.071341165,0,2907,746.8125,1172.32437,1374344.429,0,0,0,0,1,0,0,0,0,796.6,44.25,1656.428571,252,8,354,7,11595,251,235,2,20,1004.0,0.0,1004,1004,98100000.0,0.0,98100000,98100000,1
443,65229165,15,14,840,3782,464,0,56.0,130.6620505,1517,0,270.1428571,535.1219641,70.85787469,0.444586405,2329613.036,4178950.792,10000000,3,60600000,4330264.429,5154186.978,10100000,943,65200000,5013458.923,5023936.294,10100000,3,0,0,488,456,0.229958486,0.21462792,0,1517,154.0666667,385.88286,148905.5816,0,0,0,1,0,0,0,0,0,159.3793103,56.0,270.1428571,488,15,840,14,3782,29200,59,3,32,81450.0,73908.01932,232285,50465,10000000.0,12200.49256,10000000,9999468,0
80,233,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8583.690987,233.0,0.0,233,233,233,233.0,0.0,233,233,0,0.0,0.0,0,0,0,0,64,0,8583.690987,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
58806,300,1,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,60000.0,13333.3333333333,100.0,169.7439247808,296,1,0,0.0,0.0,0,0,4,2.0,1.4142135624,3,1,0,0,32,60,3333.3333333333,10000.0,0,6,3.6,3.286335345,10.8,0,0,0,0,1,0,0,0,3,4.5,0.0,6.0,32,1,0,3,18,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
14000,51,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,156862.7451,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,19607.84314,19607.84314,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
